reference,category,type,subject,date,notifying_country,classification,risk_decision,distribution,forAttention,forFollowUp,operator,origin,hazards,_parsed_date,reason_text
2022.702,TBT,food,"Pyrrolizidine alkaloids in ground cumin from India, packaged in Türkiye, via the United Kingdom, via the Netherlands",1/12/2022 17:04,Germany,information notification for follow-up,potentially serious,Germany,,Netherlands,"Germany,India,Netherlands,Türkiye,United Kingdom",India,pyrrolizidine alkaloids   - {natural toxins (other)},12/1/2022 17:04,"Pyrrolizidine alkaloids in ground cumin from India, packaged in Türkiye, via the United Kingdom, via the Netherlands | pyrrolizidine alkaloids   - {natural toxins (other)}"
2022.6953,Other/Unmatched,food,incomplete certification for admission to the importation of milk cocoa,30-11-2022 10:47:01,Italy,border rejection notification,undecided,,,,"India,Italy",India,,11/30/2022 10:47,incomplete certification for admission to the importation of milk cocoa
2022.6939,SPS,food,"tiametoxam, tricyclazole in rice from India dispatched from United Arab Emirates",29-11-2022 15:47:27,Slovenia,border rejection notification,undecided,,INFOSAN,,"Austria,United Arab Emirates",India,thiamethoxam   - {pesticide residues},11/29/2022 15:47,"tiametoxam, tricyclazole in rice from India dispatched from United Arab Emirates | thiamethoxam   - {pesticide residues}"
2022.6905,SPS,food,Ethylen oxide in ground black pepper from Vietnam via UK,25-11-2022 16:39:39,Norway,information notification for attention,undecided,Norway,INFOSAN,,"Norway,United Kingdom",Vietnam,ethylene oxide   - {pesticide residues},11/25/2022 16:39,Ethylen oxide in ground black pepper from Vietnam via UK | ethylene oxide   - {pesticide residues}
2022.6896,SPS,food,Cucumbers in acetic acid from the India,25-11-2022 14:49:01,Croatia,border rejection notification,no risk,Croatia,,,"Croatia,India",India,metalaxyl   - {pesticide residues},11/25/2022 14:49,Cucumbers in acetic acid from the India | metalaxyl   - {pesticide residues}
2022.6891,SPS,food,Tricyclazole and Thiamethoxam in rice from India,25-11-2022 13:45:23,Sweden,border rejection notification,undecided,,,,"India,Sweden",India,pesticide residues   - {pesticide residues},11/25/2022 13:45,Tricyclazole and Thiamethoxam in rice from India | pesticide residues   - {pesticide residues}
2022.6864,SPS,food,Tricyclazole in non basmati rice from India,24-11-2022 17:35:00,France,border rejection notification,undecided,,,,"France,India",India,"propiconazole   - {pesticide residues},thiamethoxam   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues}",11/24/2022 17:35,"Tricyclazole in non basmati rice from India | propiconazole   - {pesticide residues},thiamethoxam   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues}"
2022.6815,Other/Unmatched,food,unfavorable identity check in frozen peeled whiteleg shrimps from Ecuador,23-11-2022 10:46:00,Italy,border rejection notification,not serious,,,,"Ecuador,Italy",Ecuador,,11/23/2022 10:46,unfavorable identity check in frozen peeled whiteleg shrimps from Ecuador
2022.6741,SPS,food,Ethylene oxide in Boswellia Serrata extract from India,18-11-2022 14:27:46,Belgium,information notification for attention,serious,Belgium,INFOSAN,,"Belgium,India",India,ethylene oxide   - {pesticide residues},11/18/2022 14:27,Ethylene oxide in Boswellia Serrata extract from India | ethylene oxide   - {pesticide residues}
2022.6739,Other/Unmatched,food,Colágeno de establecimiento no autorizado procedente de la India // Collagen from a non-authorised establishment from India,18-11-2022 14:19:13,Spain,border rejection notification,undecided,,,,"India,Spain",India,,11/18/2022 14:19,Colágeno de establecimiento no autorizado procedente de la India // Collagen from a non-authorised establishment from India
2022.6671,SPS,food,Unauthorized substance Thiamethoxam in Basmati Rice from India (via Lebanon),16-11-2022 08:59:28,Cyprus,border rejection notification,not serious,Cyprus,INFOSAN,,"Cyprus,Lebanon",India,thiamethoxam   - {pesticide residues},11/16/2022 8:59,Unauthorized substance Thiamethoxam in Basmati Rice from India (via Lebanon) | thiamethoxam   - {pesticide residues}
2022.663,TBT,food,Conservas atún sin Certificado Sanitario Oficial de Ecuador / Canned tuna without Official Health Certificate from Ecuador,25-11-2022 14:33:32,Spain,border rejection notification,not serious,,,,"Ecuador,Spain",Ecuador,,11/25/2022 14:33,Conservas atún sin Certificado Sanitario Oficial de Ecuador / Canned tuna without Official Health Certificate from Ecuador
2022.6624,SPS,food,Tricyclazole residues in basmati rice from India,14-11-2022 11:27:25,Denmark,information notification for follow-up,undecided,"Denmark,Sweden",INFOSAN,Sweden,"Denmark,India,Sweden",India,tricyclazole  unauthorised substance - {pesticide residues},11/14/2022 11:27,Tricyclazole residues in basmati rice from India | tricyclazole  unauthorised substance - {pesticide residues}
2022.6533,SPS,food,High level of Chlorpyrifos in tea from India,8/11/2022 12:20,Cyprus,border rejection notification,undecided,Cyprus,,,"Cyprus,India",India,chlorpyrifos  unauthorised substance - {pesticide residues},11/8/2022 12:20,High level of Chlorpyrifos in tea from India | chlorpyrifos  unauthorised substance - {pesticide residues}
2022.6513,SPS,food,aflatoxin in Indian Peanutbutter,8/11/2022 8:08,Netherlands,border rejection notification,serious,,,,"India,Netherlands",India,Aflatoxin B1   - {mycotoxins},11/8/2022 8:08,aflatoxin in Indian Peanutbutter | Aflatoxin B1   - {mycotoxins}
2022.6485,SPS,food,tricyclazool in Pusa basmati brown rice from India,7/11/2022 9:59,Netherlands,border rejection notification,undecided,,,,"India,Netherlands",India,tricyclazole  unauthorised substance - {pesticide residues},11/7/2022 9:59,tricyclazool in Pusa basmati brown rice from India | tricyclazole  unauthorised substance - {pesticide residues}
2022.6481,SPS,food,imidacloprid and tricyclazole in rice from India,4/11/2022 19:10,Italy,border rejection notification,undecided,,,,"India,Italy",India,"bitertanol   - {pesticide residues},imidacloprid   - {pesticide residues},thiamethoxam   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues}",11/4/2022 19:10,"imidacloprid and tricyclazole in rice from India | bitertanol   - {pesticide residues},imidacloprid   - {pesticide residues},thiamethoxam   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues}"
2022.6452,SPS,food,Tricyclazol in roasted white rice floor from India,4/11/2022 11:17,Switzerland,information notification for attention,serious,,INFOSAN,,"India,Switzerland",India,pesticide residues   - {pesticide residues},11/4/2022 11:17,Tricyclazol in roasted white rice floor from India | pesticide residues   - {pesticide residues}
2022.6386,SPS,food,Unauthorized substance Chlorpyrifos in hulled sesame seeds from India,2/11/2022 11:58,Romania,border rejection notification,undecided,,,,"India,Romania",India,chlorpyrifos  unauthorised substance - {pesticide residues},11/2/2022 11:58,Unauthorized substance Chlorpyrifos in hulled sesame seeds from India | chlorpyrifos  unauthorised substance - {pesticide residues}
2022.6382,SPS,food,Exceedance of the maximum residue level (MRL 0.05 mg / kg) of the pesticide ethylene oxide in natural sesame,2/11/2022 9:59,Poland,alert notification,serious,Poland,,Germany,"Germany,Poland",India,ethylene oxide   - {pesticide residues},11/2/2022 9:59,Exceedance of the maximum residue level (MRL 0.05 mg / kg) of the pesticide ethylene oxide in natural sesame | ethylene oxide   - {pesticide residues}
2022.6362,SPS,food,unauthorised substance malachite green (205 µg/kg - ppb) in frozen asian sea bass (Lates calcarifer) from Vietnam,31-10-2022 15:20:28,Netherlands,border rejection notification,serious,,,,"Netherlands,Vietnam",Vietnam,malachite green  unauthorised substance - {residues of veterinary medicinal products},10/31/2022 15:20,unauthorised substance malachite green (205 µg/kg - ppb) in frozen asian sea bass (Lates calcarifer) from Vietnam | malachite green  unauthorised substance - {residues of veterinary medicinal products}
2022.6331,SPS,food,"Unauthorised substance 2-chloro-ethanol 37,4 ± 18,7 mg/kg (expr. as ethylene oxide) in food supplement from India",28-10-2022 17:12:06,Latvia,information notification for follow-up,undecided,"Latvia,Poland","Latvia,Poland",,"India,Latvia,Poland",India,ethylene oxide   - {pesticide residues},10/28/2022 17:12,"Unauthorised substance 2-chloro-ethanol 37,4 ± 18,7 mg/kg (expr. as ethylene oxide) in food supplement from India | ethylene oxide   - {pesticide residues}"
2022.6303,SPS,food,Chlorpyrifos in fenugreek leaves from India  ,28-10-2022 10:37:42,Germany,alert notification,undecided,"Germany,Luxembourg",,"Luxembourg,Portugal","Germany,India,Portugal",India,chlorpyrifos  unauthorised substance - {pesticide residues},10/28/2022 10:37,Chlorpyrifos in fenugreek leaves from India   | chlorpyrifos  unauthorised substance - {pesticide residues}
2022.6288,SPS,food,"Chlorpyrifos, tricyclazole and thiamethoxam in rice from India",27-10-2022 13:38:33,Germany,border rejection notification,serious,,INFOSAN,,"Germany,India",India,"chlorpyrifos  unauthorised substance - {pesticide residues},thiamethoxam   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues}",10/27/2022 13:38,"Chlorpyrifos, tricyclazole and thiamethoxam in rice from India | chlorpyrifos  unauthorised substance - {pesticide residues},thiamethoxam   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues}"
2022.6267,Other/Unmatched,food,unauthorized irradiation on frog legs from Vietnam ,26-10-2022 16:13:05,Italy,information notification for attention,undecided,,,,"Italy,Vietnam",Vietnam,irradiation  unauthorised - {radiation},10/26/2022 16:13,unauthorized irradiation on frog legs from Vietnam  | irradiation  unauthorised - {radiation}
2022.6227,SPS,food,"Salmonella enterica ser. Stanley (in 1 out of 5 samples /25g) in dried fungus from Vietnam, via the Netherlands",25-10-2022 15:51:26,Finland,alert notification,serious,"Austria,Belgium,Denmark,Finland,France,Germany,Hungary,Iceland,Ireland,Netherlands,Slovakia,Spain,Sweden,Switzerland","Finland,INFOSAN,Netherlands","Austria,Belgium,Denmark,France,Germany,Hungary,Iceland,Ireland,Netherlands,Slovakia,Spain,Sweden,Switzerland","Finland,Netherlands,Vietnam",Vietnam,Salmonella  enteritidis  - {pathogenic micro-organisms},10/25/2022 15:51,"Salmonella enterica ser. Stanley (in 1 out of 5 samples /25g) in dried fungus from Vietnam, via the Netherlands | Salmonella  enteritidis  - {pathogenic micro-organisms}"
2022.6216,SPS,food,2-Chloroethanol in rice noodles from Vietnam,25-10-2022 13:16:43,Germany,border rejection notification,serious,Slovakia,,,"Germany,Slovakia,Vietnam",Vietnam,2-chloroethanol   - {pesticide residues},10/25/2022 13:16,2-Chloroethanol in rice noodles from Vietnam | 2-chloroethanol   - {pesticide residues}
2022.6191,SPS,food,Chlorpyrifos and tricyclazole in cumin seeds from India,24-10-2022 11:44:35,Greece,border rejection notification,undecided,,,,"Greece,India",India,"chlorpyrifos  unauthorised substance - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues}",10/24/2022 11:44,"Chlorpyrifos and tricyclazole in cumin seeds from India | chlorpyrifos  unauthorised substance - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues}"
2022.6169,SPS,food,"Vibrio vulnificus (detected /25g) in frozen shrimp from India, via Belgium",27-10-2022 13:03:26,France,information notification for follow-up,undecided,France,,,"Belgium,France",India,Vibrio vulnificus  - {pathogenic micro-organisms},10/27/2022 13:03,"Vibrio vulnificus (detected /25g) in frozen shrimp from India, via Belgium | Vibrio vulnificus  - {pathogenic micro-organisms}"
2022.6143,SPS,food,"Chlorpyrifos in cumin seeds from India, via Italy",20-10-2022 17:12:23,Germany,alert notification,serious,"Austria,Belgium,Bulgaria,Croatia,Cyprus,Czechia,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Italy,Malta,Netherlands,Poland,Portugal,Romania,Slovakia,Spain,Sweden,Switzerland","Germany,INFOSAN,Italy","Austria,Belgium,Bulgaria,Croatia,Cyprus,Czechia,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Malta,Netherlands,Poland,Portugal,Romania,Slovakia,Spain,Sweden,Switzerland","Austria,Germany,India,Italy,Poland",India,"acetamiprid   - {pesticide residues},chlorpyrifos  unauthorised substance - {pesticide residues},clothianidin   - {pesticide residues},imidacloprid   - {pesticide residues},thiamethoxam   - {pesticide residues}",10/20/2022 17:12,"Chlorpyrifos in cumin seeds from India, via Italy | acetamiprid   - {pesticide residues},chlorpyrifos  unauthorised substance - {pesticide residues},clothianidin   - {pesticide residues},imidacloprid   - {pesticide residues},thiamethoxam   - {pesticide residues}"
2022.612,SPS,food,"Thiamethoxam, propiconazole and  tricyclazole in basmati rice from India",20-10-2022 10:52:25,Malta,border rejection notification,undecided,Malta,,,India,India,"propiconazole   - {pesticide residues},thiamethoxam   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues}",10/20/2022 10:52,"Thiamethoxam, propiconazole and  tricyclazole in basmati rice from India | propiconazole   - {pesticide residues},thiamethoxam   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues}"
2022.6056,SPS,food,ochratoxin A in Indian Rice,18-10-2022 14:04:16,Netherlands,border rejection notification,serious,,,,"India,Netherlands",India,ochratoxin A   - {mycotoxins},10/18/2022 14:04,ochratoxin A in Indian Rice | ochratoxin A   - {mycotoxins}
2022.6041,SPS,food,Excessive levels of pentachlorophenol in licorice root extract from India,17-10-2022 15:38:44,Germany,border rejection notification,serious,Germany,,,"Germany,India",India,pentachlorophenol   - {pesticide residues},10/17/2022 15:38,Excessive levels of pentachlorophenol in licorice root extract from India | pentachlorophenol   - {pesticide residues}
2022.6032,SPS,food,Unauthorised substance ethylene oxide in seasoning paste from India ,17-10-2022 14:25:03,Germany,border rejection notification,serious,,,,"India,Poland",India,ethylene oxide   - {pesticide residues},10/17/2022 14:25,Unauthorised substance ethylene oxide in seasoning paste from India  | ethylene oxide   - {pesticide residues}
2022.6028,SPS,food,Unauthorised substance ethylene oxide in seasoning sauce from India,17-10-2022 14:09:23,Germany,border rejection notification,serious,,,,"India,Poland",India,ethylene oxide   - {pesticide residues},10/17/2022 14:09,Unauthorised substance ethylene oxide in seasoning sauce from India | ethylene oxide   - {pesticide residues}
2022.598,SPS,food,ochratoxin A in Indian Rice,14-10-2022 08:07:12,Netherlands,border rejection notification,serious,,,,"India,Netherlands",India,ochratoxin A   - {mycotoxins},10/14/2022 8:07,ochratoxin A in Indian Rice | ochratoxin A   - {mycotoxins}
